,,,Common Name,Molecular Formula,Molecular Weight (average),Monoisotopic Mass,CAS # (without dashes),Classification 1,Classification 2,"M7412AA = CF, 40-min Method RT","RI (M7412AA = CF, 40-min)","M7411AA = CP, 40-min Method RT","RI (M7411AA = CF, 40-min)","M7412AA = CF, 20-min Method RT","RI (M7412AA = CF, 20-min)","M7414AA = CF, 5x15 Method RT",User Field,Formal CAS #,Common Name,Method RT,ISTD,Precursor Ion,MS1 Resolution,Product Ion,MS2 Resolution,Dwell Time (ms),CE (V),Left RT Delta,Right RT Delta,RT Window,Response Scaled within the Database,Relative Intensity of Transitions,Quant (Q0) and Qual,Target Compounds,Chinese Name,China GB Method Group,Japanese Name,,Synonym(s),,,,,
1-49,1,49,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",C12H4Cl6,360.9,357.8444,59291644,Pollutant,PCB,24.667,2262,25.395,2251,12.262,2289,12.237,,59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",12.262,false,287.9,Wide,217.9,Wide,10,35,0.1,0.1,0.1,132,81%,Q1,#N/A,,,,,,,,,,
2-49,2,49,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",C12H4Cl6,360.9,357.8444,59291644,Pollutant,PCB,24.667,2262,25.395,2251,12.262,2289,12.237,,59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",12.262,false,359.9,Wide,324.9,Wide,10,15,0.1,0.1,0.1,130,80%,Q2,#N/A,,,,,,,,,,
3-49,3,49,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",C12H4Cl6,360.9,357.8444,59291644,Pollutant,PCB,24.667,2262,25.395,2251,12.262,2289,12.237,,59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",12.262,false,324.8,Wide,289.8,Wide,10,15,0.1,0.1,0.1,106,65%,Q3,#N/A,,,,,,,,,,
4-49,4,49,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",C12H4Cl6,360.9,357.8444,59291644,Pollutant,PCB,24.667,2262,25.395,2251,12.262,2289,12.237,,59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",12.262,false,361.9,Wide,289.9,Wide,10,30,0.1,0.1,0.1,102,63%,Q4,#N/A,,,,,,,,,,
5-49,5,49,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",C12H4Cl6,360.9,357.8444,59291644,Pollutant,PCB,24.667,2262,25.395,2251,12.262,2289,12.237,,59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",12.262,false,289.9,Wide,219.9,Wide,10,35,0.1,0.1,0.1,84,52%,Q5,#N/A,,,,,,,,,,
6-49,6,49,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",C12H4Cl6,360.9,357.8444,59291644,Pollutant,PCB,24.667,2262,25.395,2251,12.262,2289,12.237,,59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",12.262,false,289.9,Wide,217.9,Wide,10,35,0.1,0.1,0.1,84,52%,Q6,#N/A,,,,,,,,,,
7-49,7,49,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",C12H4Cl6,360.9,357.8444,59291644,Pollutant,PCB,24.667,2262,25.395,2251,12.262,2289,12.237,,59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",12.262,false,361.9,Wide,326.8,Wide,10,15,0.1,0.1,0.1,78,48%,Q7,#N/A,,,,,,,,,,
8-49,8,49,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",C12H4Cl6,360.9,357.8444,59291644,Pollutant,PCB,24.667,2262,25.395,2251,12.262,2289,12.237,,59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",12.262,false,359.9,Wide,287.8,Wide,10,30,0.1,0.1,0.1,75,46%,Q8,#N/A,,,,,,,,,,
9-49,9,49,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",C12H4Cl6,360.9,357.8444,59291644,Pollutant,PCB,24.667,2262,25.395,2251,12.262,2289,12.237,,59291-64-4,"2,2',3,4,4',6'-Hexachlorobiphenyl (BZ #140)",12.262,false,361.9,Wide,291.8,Wide,10,30,0.1,0.1,0.1,73,45%,Q9,#N/A,,,,,,,,,,
0-50,0,50,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",C12H5Cl5,326.4,323.8834,65510454,Pollutant,PCB,23.473,2191,24.044,2180,11.684,2220,11.548,,65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",11.684,false,325.9,Wide,255.9,Wide,10,25,0.1,0.1,0.1,2280,100%,Q0,#N/A,,,,,,,,,,
1-50,1,50,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",C12H5Cl5,326.4,323.8834,65510454,Pollutant,PCB,23.473,2191,24.044,2180,11.684,2220,11.548,,65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",11.684,false,253.9,Wide,184.0,Wide,10,35,0.1,0.1,0.1,2130,93%,Q1,#N/A,,,,,,,,,,
2-50,2,50,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",C12H5Cl5,326.4,323.8834,65510454,Pollutant,PCB,23.473,2191,24.044,2180,11.684,2220,11.548,,65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",11.684,false,325.9,Wide,290.9,Wide,10,15,0.1,0.1,0.1,1520,67%,Q2,#N/A,,,,,,,,,,
3-50,3,50,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",C12H5Cl5,326.4,323.8834,65510454,Pollutant,PCB,23.473,2191,24.044,2180,11.684,2220,11.548,,65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",11.684,false,325.9,Wide,253.9,Wide,10,25,0.1,0.1,0.1,1460,64%,Q3,#N/A,,,,,,,,,,
4-50,4,50,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",C12H5Cl5,326.4,323.8834,65510454,Pollutant,PCB,23.473,2191,24.044,2180,11.684,2220,11.548,,65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",11.684,false,327.9,Wide,255.9,Wide,10,25,0.1,0.1,0.1,1440,63%,Q4,#N/A,,,,,,,,,,
5-50,5,50,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",C12H5Cl5,326.4,323.8834,65510454,Pollutant,PCB,23.473,2191,24.044,2180,11.684,2220,11.548,,65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",11.684,false,255.9,Wide,184.0,Wide,10,35,0.1,0.1,0.1,1360,60%,Q5,#N/A,,,,,,,,,,
6-50,6,50,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",C12H5Cl5,326.4,323.8834,65510454,Pollutant,PCB,23.473,2191,24.044,2180,11.684,2220,11.548,,65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",11.684,false,290.9,Wide,255.9,Wide,10,15,0.1,0.1,0.1,1300,57%,Q6,#N/A,,,,,,,,,,
7-50,7,50,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",C12H5Cl5,326.4,323.8834,65510454,Pollutant,PCB,23.473,2191,24.044,2180,11.684,2220,11.548,,65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",11.684,false,253.9,Wide,219.0,Wide,10,25,0.1,0.1,0.1,910,40%,Q7,#N/A,,,,,,,,,,
8-50,8,50,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",C12H5Cl5,326.4,323.8834,65510454,Pollutant,PCB,23.473,2191,24.044,2180,11.684,2220,11.548,,65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",11.684,false,327.9,Wide,292.9,Wide,10,15,0.1,0.1,0.1,730,32%,Q8,#N/A,,,,,,,,,,
9-50,9,50,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",C12H5Cl5,326.4,323.8834,65510454,Pollutant,PCB,23.473,2191,24.044,2180,11.684,2220,11.548,,65510-45-4,"2,2',3,4,4'-Pentachlorobiphenyl (BZ #85)",11.684,false,327.9,Wide,257.9,Wide,10,25,0.1,0.1,0.1,710,31%,Q9,#N/A,,,,,,,,,,
0-51,0,51,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",C12H3Cl7,395.3,391.8054,52712057,Pollutant,PCB,27.563,2439,28.171,2431,13.696,2469,13.913,,52712-05-7,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",13.696,false,393.8,Wide,323.8,Wide,10,25,0.1,0.1,0.1,1190,100%,Q0,#N/A,,,,,,,,,,
1-51,1,51,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",C12H3Cl7,395.3,391.8054,52712057,Pollutant,PCB,27.563,2439,28.171,2431,13.696,2469,13.913,,52712-05-7,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",13.696,false,393.8,Wide,358.8,Wide,10,10,0.1,0.1,0.1,1140,96%,Q1,#N/A,,,,,,,,,,
2-51,2,51,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",C12H3Cl7,395.3,391.8054,52712057,Pollutant,PCB,27.563,2439,28.171,2431,13.696,2469,13.913,,52712-05-7,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",13.696,false,358.8,Wide,323.8,Wide,10,15,0.1,0.1,0.1,960,81%,Q2,#N/A,,,,,,,,,,
3-51,3,51,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",C12H3Cl7,395.3,391.8054,52712057,Pollutant,PCB,27.563,2439,28.171,2431,13.696,2469,13.913,,52712-05-7,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",13.696,false,395.8,Wide,360.8,Wide,10,10,0.1,0.1,0.1,880,74%,Q3,#N/A,,,,,,,,,,
4-51,4,51,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",C12H3Cl7,395.3,391.8054,52712057,Pollutant,PCB,27.563,2439,28.171,2431,13.696,2469,13.913,,52712-05-7,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",13.696,false,323.8,Wide,253.8,Wide,10,40,0.1,0.1,0.1,820,69%,Q4,#N/A,,,,,,,,,,
5-51,5,51,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",C12H3Cl7,395.3,391.8054,52712057,Pollutant,PCB,27.563,2439,28.171,2431,13.696,2469,13.913,,52712-05-7,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",13.696,false,395.8,Wide,325.8,Wide,10,30,0.1,0.1,0.1,790,66%,Q5,#N/A,,,,,,,,,,
6-51,6,51,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",C12H3Cl7,395.3,391.8054,52712057,Pollutant,PCB,27.563,2439,28.171,2431,13.696,2469,13.913,,52712-05-7,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",13.696,false,251.9,Wide,216.9,Wide,10,20,0.1,0.1,0.1,730,61%,Q6,#N/A,,,,,,,,,,
7-51,7,51,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",C12H3Cl7,395.3,391.8054,52712057,Pollutant,PCB,27.563,2439,28.171,2431,13.696,2469,13.913,,52712-05-7,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",13.696,false,395.8,Wide,323.8,Wide,10,30,0.1,0.1,0.1,680,57%,Q7,#N/A,,,,,,,,,,
8-51,8,51,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",C12H3Cl7,395.3,391.8054,52712057,Pollutant,PCB,27.563,2439,28.171,2431,13.696,2469,13.913,,52712-05-7,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",13.696,false,323.8,Wide,251.8,Wide,10,40,0.1,0.1,0.1,550,46%,Q8,#N/A,,,,,,,,,,
9-51,9,51,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",C12H3Cl7,395.3,391.8054,52712057,Pollutant,PCB,27.563,2439,28.171,2431,13.696,2469,13.913,,52712-05-7,"2,2',3,4,5,5',6-Heptachlorobiphenyl (BZ #185)",13.696,false,251.9,Wide,181.9,Wide,10,40,0.1,0.1,0.1,410,34%,Q9,#N/A,,,,,,,,,,
0-52,0,52,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",C12H3Cl7,395.3,391.8054,52663680,Pollutant,PCB,27.017,2404,27.695,2395,13.408,2432,13.693,,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",13.408,false,393.8,Wide,323.8,Wide,10,30,0.1,0.1,0.1,1270,100%,Q0,#N/A,,,,,,,,,,
1-52,1,52,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",C12H3Cl7,395.3,391.8054,52663680,Pollutant,PCB,27.017,2404,27.695,2395,13.408,2432,13.693,,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",13.408,false,393.8,Wide,358.8,Wide,10,15,0.1,0.1,0.1,1160,91%,Q1,#N/A,,,,,,,,,,
2-52,2,52,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",C12H3Cl7,395.3,391.8054,52663680,Pollutant,PCB,27.017,2404,27.695,2395,13.408,2432,13.693,,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",13.408,false,395.8,Wide,360.8,Wide,10,15,0.1,0.1,0.1,930,73%,Q2,#N/A,,,,,,,,,,
3-52,3,52,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",C12H3Cl7,395.3,391.8054,52663680,Pollutant,PCB,27.017,2404,27.695,2395,13.408,2432,13.693,,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",13.408,false,395.8,Wide,325.8,Wide,10,30,0.1,0.1,0.1,810,64%,Q3,#N/A,,,,,,,,,,
4-52,4,52,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",C12H3Cl7,395.3,391.8054,52663680,Pollutant,PCB,27.017,2404,27.695,2395,13.408,2432,13.693,,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",13.408,false,358.8,Wide,323.8,Wide,10,15,0.1,0.1,0.1,810,64%,Q4,#N/A,,,,,,,,,,
5-52,5,52,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",C12H3Cl7,395.3,391.8054,52663680,Pollutant,PCB,27.017,2404,27.695,2395,13.408,2432,13.693,,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",13.408,false,395.8,Wide,323.8,Wide,10,30,0.1,0.1,0.1,800,63%,Q5,#N/A,,,,,,,,,,
6-52,6,52,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",C12H3Cl7,395.3,391.8054,52663680,Pollutant,PCB,27.017,2404,27.695,2395,13.408,2432,13.693,,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",13.408,false,323.8,Wide,253.8,Wide,10,40,0.1,0.1,0.1,700,55%,Q6,#N/A,,,,,,,,,,
7-52,7,52,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",C12H3Cl7,395.3,391.8054,52663680,Pollutant,PCB,27.017,2404,27.695,2395,13.408,2432,13.693,,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",13.408,false,251.9,Wide,216.9,Wide,10,20,0.1,0.1,0.1,560,44%,Q7,#N/A,,,,,,,,,,
8-52,8,52,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",C12H3Cl7,395.3,391.8054,52663680,Pollutant,PCB,27.017,2404,27.695,2395,13.408,2432,13.693,,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",13.408,false,323.8,Wide,251.8,Wide,10,40,0.1,0.1,0.1,470,37%,Q8,#N/A,,,,,,,,,,
9-52,9,52,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",C12H3Cl7,395.3,391.8054,52663680,Pollutant,PCB,27.017,2404,27.695,2395,13.408,2432,13.693,,52663-68-0,"2,2',3,4',5,5',6-Heptachlorobiphenyl (BZ #187)",13.408,false,251.9,Wide,181.9,Wide,10,30,0.1,0.1,0.1,400,31%,Q9,#N/A,,,,,,,,,,
0-53,0,53,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",C12H4Cl6,360.9,357.8444,52712046,Pollutant,PCB,25.885,2335,26.636,2324,12.847,2362,12.946,,52712-04-6,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",12.847,false,359.9,Wide,289.9,Wide,10,30,0.1,0.1,0.1,1680,100%,Q0,#N/A,,,,,,,,,,
1-53,1,53,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",C12H4Cl6,360.9,357.8444,52712046,Pollutant,PCB,25.885,2335,26.636,2324,12.847,2362,12.946,,52712-04-6,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",12.847,false,287.9,Wide,217.9,Wide,10,35,0.1,0.1,0.1,1370,82%,Q1,#N/A,,,,,,,,,,
2-53,2,53,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",C12H4Cl6,360.9,357.8444,52712046,Pollutant,PCB,25.885,2335,26.636,2324,12.847,2362,12.946,,52712-04-6,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",12.847,false,359.9,Wide,324.9,Wide,10,15,0.1,0.1,0.1,1230,73%,Q2,#N/A,,,,,,,,,,
3-53,3,53,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",C12H4Cl6,360.9,357.8444,52712046,Pollutant,PCB,25.885,2335,26.636,2324,12.847,2362,12.946,,52712-04-6,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",12.847,false,361.9,Wide,289.9,Wide,10,30,0.1,0.1,0.1,1060,63%,Q3,#N/A,,,,,,,,,,
4-53,4,53,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",C12H4Cl6,360.9,357.8444,52712046,Pollutant,PCB,25.885,2335,26.636,2324,12.847,2362,12.946,,52712-04-6,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",12.847,false,324.8,Wide,289.8,Wide,10,15,0.1,0.1,0.1,1000,60%,Q4,#N/A,,,,,,,,,,
5-53,5,53,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",C12H4Cl6,360.9,357.8444,52712046,Pollutant,PCB,25.885,2335,26.636,2324,12.847,2362,12.946,,52712-04-6,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",12.847,false,289.9,Wide,219.9,Wide,10,35,0.1,0.1,0.1,870,52%,Q5,#N/A,,,,,,,,,,
6-53,6,53,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",C12H4Cl6,360.9,357.8444,52712046,Pollutant,PCB,25.885,2335,26.636,2324,12.847,2362,12.946,,52712-04-6,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",12.847,false,289.9,Wide,217.9,Wide,10,35,0.1,0.1,0.1,870,52%,Q6,#N/A,,,,,,,,,,
7-53,7,53,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",C12H4Cl6,360.9,357.8444,52712046,Pollutant,PCB,25.885,2335,26.636,2324,12.847,2362,12.946,,52712-04-6,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",12.847,false,359.9,Wide,287.8,Wide,10,30,0.1,0.1,0.1,780,46%,Q7,#N/A,,,,,,,,,,
8-53,8,53,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",C12H4Cl6,360.9,357.8444,52712046,Pollutant,PCB,25.885,2335,26.636,2324,12.847,2362,12.946,,52712-04-6,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",12.847,false,218.0,Wide,183.0,Wide,10,20,0.1,0.1,0.1,770,46%,Q8,#N/A,,,,,,,,,,
9-53,9,53,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",C12H4Cl6,360.9,357.8444,52712046,Pollutant,PCB,25.885,2335,26.636,2324,12.847,2362,12.946,,52712-04-6,"2,2',3,4,5,5'-Hexachlorobiphenyl (BZ #141)",12.847,false,361.9,Wide,291.8,Wide,10,30,0.1,0.1,0.1,750,45%,Q9,#N/A,,,,,,,,,,
0-54,0,54,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",C12H4Cl6,360.9,357.8444,51908168,Pollutant,PCB,25.222,2294,25.991,2284,12.510,2320,12.536,,51908-16-8,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",12.510,false,359.9,Wide,289.9,Wide,10,30,0.1,0.1,0.1,1910,100%,Q0,#N/A,,,,,,,,,,
1-54,1,54,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",C12H4Cl6,360.9,357.8444,51908168,Pollutant,PCB,25.222,2294,25.991,2284,12.510,2320,12.536,,51908-16-8,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",12.510,false,287.9,Wide,217.9,Wide,10,40,0.1,0.1,0.1,1440,75%,Q1,#N/A,,,,,,,,,,
2-54,2,54,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",C12H4Cl6,360.9,357.8444,51908168,Pollutant,PCB,25.222,2294,25.991,2284,12.510,2320,12.536,,51908-16-8,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",12.510,false,359.9,Wide,324.9,Wide,10,15,0.1,0.1,0.1,1380,72%,Q2,#N/A,,,,,,,,,,
3-54,3,54,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",C12H4Cl6,360.9,357.8444,51908168,Pollutant,PCB,25.222,2294,25.991,2284,12.510,2320,12.536,,51908-16-8,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",12.510,false,361.9,Wide,289.9,Wide,10,30,0.1,0.1,0.1,1210,63%,Q3,#N/A,,,,,,,,,,
4-54,4,54,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",C12H4Cl6,360.9,357.8444,51908168,Pollutant,PCB,25.222,2294,25.991,2284,12.510,2320,12.536,,51908-16-8,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",12.510,false,324.8,Wide,289.8,Wide,10,15,0.1,0.1,0.1,1040,54%,Q4,#N/A,,,,,,,,,,
5-54,5,54,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",C12H4Cl6,360.9,357.8444,51908168,Pollutant,PCB,25.222,2294,25.991,2284,12.510,2320,12.536,,51908-16-8,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",12.510,false,289.9,Wide,217.9,Wide,10,40,0.1,0.1,0.1,920,48%,Q5,#N/A,,,,,,,,,,
6-54,6,54,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",C12H4Cl6,360.9,357.8444,51908168,Pollutant,PCB,25.222,2294,25.991,2284,12.510,2320,12.536,,51908-16-8,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",12.510,false,289.9,Wide,219.9,Wide,10,40,0.1,0.1,0.1,920,48%,Q6,#N/A,,,,,,,,,,
7-54,7,54,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",C12H4Cl6,360.9,357.8444,51908168,Pollutant,PCB,25.222,2294,25.991,2284,12.510,2320,12.536,,51908-16-8,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",12.510,false,359.9,Wide,287.8,Wide,10,30,0.1,0.1,0.1,890,47%,Q7,#N/A,,,,,,,,,,
8-54,8,54,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",C12H4Cl6,360.9,357.8444,51908168,Pollutant,PCB,25.222,2294,25.991,2284,12.510,2320,12.536,,51908-16-8,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",12.510,false,361.9,Wide,291.8,Wide,10,30,0.1,0.1,0.1,860,45%,Q8,#N/A,,,,,,,,,,
9-54,9,54,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",C12H4Cl6,360.9,357.8444,51908168,Pollutant,PCB,25.222,2294,25.991,2284,12.510,2320,12.536,,51908-16-8,"2,2',3,4',5,5'-Hexachlorobiphenyl (BZ #146)",12.510,false,361.9,Wide,326.8,Wide,10,15,0.1,0.1,0.1,820,43%,Q9,#N/A,,,,,,,,,,
0-55,0,55,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",C12H3Cl7,395.3,391.8054,74472494,Pollutant,PCB,26.513,2373,27.221,2363,13.192,2405,13.374,,74472-49-4,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",13.192,false,393.8,Wide,323.8,Wide,10,30,0.1,0.1,0.1,1610,100%,Q0,#N/A,,,,,,,,,,
1-55,1,55,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",C12H3Cl7,395.3,391.8054,74472494,Pollutant,PCB,26.513,2373,27.221,2363,13.192,2405,13.374,,74472-49-4,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",13.192,false,395.8,Wide,325.8,Wide,10,30,0.1,0.1,0.1,1030,64%,Q1,#N/A,,,,,,,,,,
2-55,2,55,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",C12H3Cl7,395.3,391.8054,74472494,Pollutant,PCB,26.513,2373,27.221,2363,13.192,2405,13.374,,74472-49-4,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",13.192,false,395.8,Wide,323.8,Wide,10,30,0.1,0.1,0.1,1010,63%,Q2,#N/A,,,,,,,,,,
3-55,3,55,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",C12H3Cl7,395.3,391.8054,74472494,Pollutant,PCB,26.513,2373,27.221,2363,13.192,2405,13.374,,74472-49-4,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",13.192,false,323.8,Wide,253.8,Wide,10,35,0.1,0.1,0.1,650,40%,Q3,#N/A,,,,,,,,,,
4-55,4,55,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",C12H3Cl7,395.3,391.8054,74472494,Pollutant,PCB,26.513,2373,27.221,2363,13.192,2405,13.374,,74472-49-4,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",13.192,false,251.9,Wide,216.9,Wide,10,20,0.1,0.1,0.1,580,36%,Q4,#N/A,,,,,,,,,,
5-55,5,55,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",C12H3Cl7,395.3,391.8054,74472494,Pollutant,PCB,26.513,2373,27.221,2363,13.192,2405,13.374,,74472-49-4,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",13.192,false,393.8,Wide,358.8,Wide,10,15,0.1,0.1,0.1,450,28%,Q5,#N/A,,,,,,,,,,
6-55,6,55,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",C12H3Cl7,395.3,391.8054,74472494,Pollutant,PCB,26.513,2373,27.221,2363,13.192,2405,13.374,,74472-49-4,"2,2',3,4,5,6,6'-Heptachlorobiphenyl (BZ #186)",13.192,false,323.8,Wide,251.8,Wide,10,35,0.1,0.1,0.1,430,27%,Q6,#N/A,,,,,,,,,,
